BeverageName,Category,ABV,Description
Susquehanna Stout,1,4.6,"This representation of the classic Irish Dry Stout has a smooth roast flavor due to the use of specially roasted barley. The barley kernels are kilned at very high temperatures until they are dark brown to black in color. 
The Susquehanna River is named after the Susquehannock Indians who settled in our area. This shallow river is over one mile wide in the Harrisburg area and flows from southern New York through Pennsylvania to the Chesapeake Bay."
Zoigl Star Lager,1,5.9,"Zoigl is a golden, unfiltered lager beer which was originally brewed only in the region of Eastern Bavaria, between Franconia and the Czech Republic. For centuries, Zoigl was brewed in brewhouses owned by the town or an association of small brewers. 

The Zoigl-Star, a six-angular star similar to the Star of David, was the sign of brewers in the middle ages. The star symbolizes the three elements (water, earth, and fire) and the three ingredients (water, malt, and hops) used for brewing. The importance of the yeast was not yet known in the 1400â€™s."
Abbey Roade Belgian Ale,1,6.4,"Abbey Roade is brewed in the tradition of the famous Belgian Abbey-style ales.  This wonderful brew is soft and sweet up front.  The complex and spicy middle palate is in most part due to the generous addition of dark Belgian candy sugar.  This semi-dry ale has notes of ripe plum and pear with a peppery finish. 
The origins of the Abbey-style ale date back to the Middle Ages.  Monks residing in monasteries, called Abbeys, brewed beer as a source of nutrition during their frequent and often lengthy fasting periods."
Celtic Knot Irish Red,1,4.8,This wonderful red ale has a perfect balance of hops and malt.  The clean finish will leave your palate begging for more.
Peregrine Pilsner,1,4.8,"This Czechoslovakian style Pilsner is golden in color and hopped with a bunch of genuine Czechoslovakian Saaz hops. These hops provide a special floral aroma and a delightfully hoppy finish.
Peregrine Falcons were recently reintroduced to the Harrisburg area as well as other large cities in Pennsylvania. This Falcon is one of the fastest birds, reaching speeds in excess of 200 miles per hour. Its unique ability to rid urban areas of its nemesis, the pigeon, has cities throughout the region clamoring for the Peregrine as a permanent resident."
Anniversary Maibock,1,7.2,"The Maibock style was traditionally produced in the winter and released in early May to celebrate the coming of Spring. This malty lager is deep golden in color and medium in body. The finish holds a bold sweetness that is balanced by a subtle hop flavor and aroma. 

We will be releasing this beer every spring in celebration of our Anniversary."
Hinterland Hefe Weizen,1,5.3,"A special German wheat ale yeast produces clove and banana flavors during fermentation leaving this unfiltered beer with an incredibly spicy and fruity complexity!

Our Brewmaster has acquired many medals at the Great American Beer Festival for this beer style. A difficult, four-step infusion mash schedule produces the complexity of this traditional beer style."
Dom Blonde KÃ¶lsch,1,5,"The first in a series of two new specialty beers coming this year! This KÃ¶lsch-styled ale is clean, crisp, and delicately balanced. It has very subtle pear flavors and aromas. The subdued maltiness leads to a pleasantly refreshing finish. A fantastic summer brew!

The KÃ¶lner Dom (Cologne Cathedral), is one of the best-known architectural monuments in Germany and has been Cologne's most famous landmark since its completion in the late 19th century. True KÃ¶lsch can only be brewed if the brewery has a view of this famous cathedral, thus itsâ€™ appearance on our tap markers."
Kipona Fest,1,5.2,"This Oktoberfest style Marzen is a favorite at the famous Bavarian fall beer festivals. The distinct toasted malt flavor of this amber lager finishes quite crisp due to the extensive lagering of this beer. One sip and youâ€™ll swear youâ€™re in Munich.

\Kipona\"" is the Indian word for \""sparkling water\"". Each year"
Trail Blaze Organic Brown Ale,1,5.3,"Trail Blaze Organic American Brown Ale exhibits a beautiful deep copper color and an evident hop bitterness & aroma.  This is balanced against roasted caramel-like characteristics and hints of chocolate. 

Our first in a series of organic beers is named for the markers that keep a hiker on the correct path.  Many of the hiking trails in our area have simple to very distinguished trail blazes.  After a long hike, there is nothing better at the end of the trail than ABC organic ale."
Pennypacker Porter,1,5.4,"This full-bodied dry cousin of the stout has a slight roast flavor and is dark brown in color with a red hue. This is Londonâ€™s classic beer style named for the baggage carriers that appreciated it so much.
Governor Pennypacker was one of Pennsylvaniaâ€™s more notable politicians. He oversaw the construction and held the lavish ceremonies designating the opening of the Commonwealthâ€™s beautiful Capitol Building"
Grinnin' Grizzly Spiced Ale,1,5.7,"This amber ale is dosed with cinnamon, nutmeg, ginger, and fresh orange zest. It is well balanced with low hop flavor and nice hint of the spices in the finish. This spiced ale is not overbearing; rather it is smooth and very drinkable."
Sophie's Sparkling Ale,1,4.3,"This Braggart Mead styled ale is light and refreshing with an essence of orange blossoms, pear, and honey in the aroma and a balanced fruity and clean finish. 

This style was developed by our Brewmaster to have the perfect carbonation and crispness on our summerâ€™s hot and humid Pennsylvania days."
Coconut Porter,1,0,"Based on the winning Homebrew Contest entry by John Slotterback and Fred Rogers, this dark, roasty porter is infused with fresh coconut which produces a sweet finish.  The coconut balances the chocolaty notes, producing a taste not unlike German chocolate cake in a glass! This will be brewed in Camp Hill and distributed in limited quantity to Harrisburg and Gettysburg."
Wildflower Honey Wheat,1,0,"This American wheat beer is infused with 20% wildflower honey resulting in a light, semi-sweet refreshing beverage.  This beer represents the next evolution of Sophieâ€™s Sparkling Ale as we have added the wheat base, essentially combining two of our most popular beers. This will be brewed in Camp Hill and distributed in limited quantity to Harrisburg and Gettysburg."
Lucky Kat,1,5.8,"A deep golden IPA with a firm malt body, finishing with a big hop aroma."
Miller Lite,1,4.2,"Our flagship brand, Miller Lite, is the great tasting, less filling beer that defined the American light beer category in 1975. We deliver a clear, simple message to consumers: \Miller Lite is the better beer choice.\"" What's our proof? 
1) Miller Lite is the original light beer. 
2) Miller Lite has real beer taste because it's never watered down. 
3) Miller Lite is the only beer to win four gold awards in the World Beer Cup for best American-style light lager. (2006"
Yuengling Lager,1,4.4,"Yuengling Traditional Lager is an iconic American lager famous for its rich amber color and medium-bodied flavor. Brewed with roasted caramel malt for a subtle sweetness and a combination of cluster and cascade hops, this true original promises a well balanced taste with very distinct character. Its exceptional flavor and smooth finish is prevalently enjoyed by consumers with even the most discerning tastes. Our flagship brand, Yuengling Traditional Lager is an American favorite delivering consistent quality and refreshment that never disappoints. In fact, it's so widely known and unique in its class, in some areas you can ask for it simply by the name \Lager.\"""""
Yuengling Lager Light,1,3.4,"True to its American heritage, Yuengling Light Lager is an exceptional brew that appeals to consumers who don't want to sacrifice character for a low-calorie light beer. It has been masterfully developed to maintain the full flavor profile akin to our flagship Lager brand. Skillfully pairing a caramel malt flavor and mild hop character creates a beautifully rich-colored beer with deep amber highlights that finishes smooth and clean. With only 99 calories, Yuengling Light Lager is a uniquely refreshing beer that brings new dimension to the meaning light beer."
Yuengling Porter,1,4.7,"Yuengling Dark Brewed Porter is an original specialty beer that has been brewed expressly for tavern owners and family trade since 1829. We are proud to be recognized as one of the largest porter producers in the US. An authentic craft-style beer, our Porter calls for a generous portion of caramel and dark roasted malts, which deliver a rich full-bodied flavor and creamy taste with slight tones of chocolate evident in every sip. It pours dark, topped with a thick foamy head, and imparts a faint malty aroma. This smooth and robust Porter has a unique character that complements any meal from steak or seafood to chocolate desserts. Yuengling Dark Brewed Porter is enjoyed by even the most discerning consumer for its flawless taste and unwavering quality."
Yuengling Black and Tan,1,4.7,"Yuengling Original Black & Tan is a pioneer brand that models a traditional English Half & Half. Introduced in 1986, Yuengling produced one of the first hand-crafted draft blends to lead this style of American brewing. Black & Tan combines our popular Dark Brewed Porter and Premium Beer to create a brew that is rich and dark in color, with a well balanced flavor that finishes smooth and satisfying. It has a faint sweetness with hints of caramel and coffee from the dark roasted malts. One sip and you'll appreciate how Yuengling raised the bar with our Original Black & Tan."
Lord Chesterfield Ale,1,5.4,"One of our distinct classic beers brewed since 1829, Yuengling Lord Chesterfield Ale has as much rich heritage as it does flavor and appeal. Crafted in a unique two-stage European brewing style for enhanced bitterness, it utilizes both conventional kettle hopping and dry hopping after fermentation resulting in a dry sharp finish. Brewed with select hops, its distinct robust flavor is derived from a delicate combination of sweet maltiness and lingering herbal bitterness. Lord Chesterfield Ale's bright gold color is complemented by a lightly laced foam head and fragrant zesty aroma. This fine Ale compares with the very best crafty-style beers. It pairs flawlessly with many foods including seafood dishes and fine cheeses."
Yuengling Premium Beer,1,4.4,"A regional favorite, Yuengling Premium Beer is popular among local beer drinkers for its thirst quenching taste. It is a pilsner-style brew, gold in color with pale malt character that finishes crisp and clean. Premium flawlessly blends both two-row and six-row barley malt for a well balanced flavor that is always refreshing. Traces of the slight hop aroma are evident in every delicious sip of Premium Beer. Discover this well kept secret and enjoy the superior quality and taste you've come to expect from America's Oldest Brewery."
Yuengling Premium Light,1,3.5,"Yuengling Light Beer is skillfully crafted to deliver a consistently refreshing brew with only 98 calories. Drawing from traditional brewing techniques, our Light Beer is brewed longer to reduce the sugar content and produce fewer calories in each thirst-quenching drink. Its pale golden color is complemented by a light-bodied flavor. Yuengling Light maintains a well balanced character of malt and hops, with slight carbonation for a crisp satisfying finish. We sacrifice nothing to produce a premium light beer that is low in calories and full of flavor. This combination delivers the ultimate refreshment in Yuengling Light Beer."
Throwback Lager,1,5.4,"Our Crisp, lighter in body, yet still full flavored brew.  Before Prohibition, thirst quenching lagers were firm and substantial, and enjoyed in huge volumes. This recipe incorporates yeast from the C. Schmidt Brewery of Philadelphia and a small portion of brewer's corn to recreate an \industrial\"" lager of the turn of the century. 

Released April 6 to celebrate Prohibition's repeal 73 yrs. ago"
Prima Pils,1,5.3,"Heaps of hops give this pale lager a bracing, herbal bite over layers of soft and smooth malt flavor. This refreshing combination of tastes makes Prima a classy quencher in the tradition of the great pilsners of Europe. Dry and delightful, this is an elegant beer."
Victory Lager,1,4.8,"Perfectly balanced, this authentic version of a German helles-style lager satisfies gloriously. Lean, German malts and fine European hops offer subtle harmony."
St. Boisterous Hellerbock,1,7.3,"A full-bodied lager beer of exuberant and robust character. Itâ€™s muscle-man body comes from decocted German malts and noble German hops. Lagered long and cold to refine its strong temperament, St. Boisterous emerges smooth and seductive, with a malty sweet charm. This classic rendition of the German â€˜maibock' style will warm your heart."
Sunrise Weissbier,1,5.7,"As invigorating as the morning rays of the summer sun, Sunrise Weissbier satisfies when the heat is on, too. This unfiltered, Bavarian style ale is true to its origins with all ingredients except for the water having been imported from Germany. It remains unfiltered to feature the tangy, fruity flavors of its unique yeast. The imported German malt contributes greatly to add a crisp, citric snap that makes this beer a superb summertime refresher."
Whirlwind Wit,1,5,"A swirling dynamo of flavor, with a steady calm of satisfaction at its heart, that's Whirlwind Witbier. Offering a tamed tempest of flavors both spicy and sublime, this softly fermented ale greets the nose and tingles the tongue. Imported Belgian yeast charges Whirlwind with an energy all its own. It is a refreshing interpretation of the classic, Belgian 'white beer' style."
Festbier,1,5.6,"Seductively smooth, this medium-bodied amber beauty is akin to the great Oktoberfest beers of Munich. All German malts and whole flower European hops make this lager true to style."
Hop Wallop,1,8.5,"We celebrate the pioneering spirit of old Horace 'Hop' Wallop and those who dare mighty adventurous things in this vivid, robust ale. As our annual homage to the hop harvest, expect loads of aromatic splendor and bitter beauty."
Moonglow Weizenbock,1,8.7,"This dark amber wheat beer features fruity and spicy aromas galore.  Significant strength underlies the pleasant citric appeal of this bock beer. Redolent with the flavors of harvest fruit, Moonglow typifies the traditional weizenbock-style so thoroughly enjoyed throughout Bavaria. Left unfiltered, its unique yeast strain gives Moonglow a radiance all its own."
Old Horizontal,1,10.5,"A luxurious, warming barleywine rich with aromatic hops and dark, candied fruit character that hides its epic strength masterfully."
St. Victorious,1,7.6,"From the tradition started by the monks of St. Francis of Paula in 1634 comes this warming beer of rich heritage. A dark, rich lager of sublime complexity and character, St. Victorious is created from multiple German malts. Laborious decoction mashing yields the choicest elements of the malt. Long, cold aging mellows the strong temperament of this subtle beer. Celebrate the end of winter with a warming draft of St. Victorious Doppelbock!"
Storm King Imperial Stout,1,9.1,"With a huge, Pacific Northwest hop aroma & character upfront, Storm King subsides into massive, roast malt complexity. More flavor than mere words can adequately describe. Rich and substantial, it will warm your heart."
V-12,1,12,"Heady with a aromatic fruity start and taste, this amber ale features hints of pear and apricot in its well-nuanced flavor. The initial impression of fruitiness concludes in a refreshing dryness that begs you to sip again. Be fore- warned, this ale is immense as it registers 12% abv."
Hop Devil India Pale Ale,1,6.7,"Menacingly delicious, with the powerful, aromatic punch of whole flower American hops backed up by rich, German malts. HopDevil Ale offers a roller coaster ride of flavor, coasting to a smooth finish that satisfies fully."
Coors Original,1,5,"Coors beer, first introduced by Adolph Coors in April, 1874, is brewed in the Rockies for a uniquely crisp, clean and drinkable \Mile High Taste.\""

During World War II"
Coors Light,1,4.2,"Coors Light is Coors Brewing Company's largest-selling brand and the fourth best-selling beer in the U.S. Introduced in 1978, Coors Light has been a favorite in delivering the ultimate in cold refreshment for more than 25 years. The simple, silver-toned can caught people's attention and the brew became nicknamed the \Silver Bullet\"" as sales climbed."""
Coors Extra Gold Lager,1,5,"Coors' Extra Gold Lager is a rich, full-flavored lager that has a deep golden color.  Extra Gold Lager starts with the slow aging of its roasted malts, which are then combined with its other premium ingredients and slow-brewed to produce this exceptional, refined lager."
Molson Canadian,1,5,"Molson beers are imported directly from Canada.  Crystal-clear, pure Canadian water, the finest Canadian prairie grains and select European hops give Molson a brewing heritage that dates back to 1786.

Molson Canadian is Molson Brewing Company's flagship brand.  Starting with crystal clear water, malted barley and the finest hops, Molson Canadian is slowly fermented to produce a smooth, refreshing beer with a genuine taste. Clean and clear, crisp and cold, Molson Canadian is a classic lager."
Harvest Moon Pumpkin,1,5.7,"This amber-colored, naturally pumpkin flavored ale is brewed only in the autumn and combines the flavor of vine-ripened pumpkin and spices. If you're in the mood for something unique and different to go along with the change of season, autumn is the perfect time to try Blue Moonâ„¢ Pumpkin Ale. Available mid-September through December."
Zima Clear,1,5,"Zima is redefining refreshment. Zima flavored malt beverages are a great choice for adult consumers who seek variety and new and different products. Zima was reformulated in 2007 and is available in three citrus-based flavors.

Zima is lighter in carbonation and alcohol content, making it more drinkable and lower in calories than the old formula."
Blue Moon Belgian White,1,5.4,"Blue Moon Belgian White, Belgian-style wheat ale, is a refreshing, medium-bodied, unfiltered Belgian-style wheat ale spiced with fresh coriander and orange peel for a uniquely complex taste and an uncommonly smooth finish.

The name \Belgian White\"" is a reference to the cloudy white"
Killian's Irish Red,1,4.9,"Killian's Irish Red is a traditional lager with an authentic Irish heritage, based on the Killian family's recipe created for the Killian's brewery in Enniscorthy, Ireland in 1864. Coors acquired the rights to brew and market the product in America and Killian's was introduced to the U.S. in 1981.

Killian's Irish Red derives its distinctive red-amber color and taste from a special caramel malt that has been roasted at a high temperature longer and more slowly than most malts. There are no coloring agents or artificial additives used in brewing Killian's. The brew is known for its rich amber color and thick, creamy head."
Sunshine Pils,1,5.3,"Hop fans rejoice! Sunshine Pils combines the crisp taste of European style pilsners with a kicked-up hop character to create a balanced, refreshing seasonal beer. Golden in color with a fluffy white head, Sunshine Pils is the perfect beer for Summer."
V-Saison,1,7.5,"Our latest release in the V Series of bottle conditioned, Belgian-inspired ales is heady with an earthy, aromatic hop start. Involving hops from the Czech Republic, Germany and England, this flavorful ale slides into flavors of honey and mildly tart fruit. Leaving a refreshing impression of  dryness, this is a quenching, invigorating ale, despite it substantial strength  at 7.5% abv."
Apricot Wheat,1,4.7,A light American wheat ale with the delicate aroma and flavor of apricot.  ABV  4.7%
Spruce Creek Lager,1,4.8,This light refreshing American lager has a malty smooth character and low hop bitterness.
Spring Creek Lager,1,5.2,A Vienna-style lager with a smooth malt palate and a dry finish. ABV 5.2%
Red Mo Ale,1,5,"An American red ale brewed with Northern Brewer for the bittering and Liberty in the hopback.  Very malty and crisp, this ale has all the fun without the AMD.  ABV  5.0%"
Mt. Nittany Pale Ale,1,5,"An American pale ale brewed with Centennial hops and hopbacked with Cascade, it's a real refresher that has a spicy, citrus aroma and a slightly nutty malt flavor.  ABV  5.0%"
Double D IPA,1,8.2,"Hopheads rejoice!  This strong IPA takes the style to a new level.  It's a big Imperial IPA packed with Nugget, Palisade, and Amarillo hops.  ABV  8.2%"
Black Mo Stout,1,4.6,A dry Irish-style stout served via nitrogen.  Black Mo is a very smooth and creamy beer with a pleasant roasted malt character.
Tripel Ale,1,9.6,An Abbey-style Tripel ale. This light colored traditional tripel is made with Pils malt and candisugar and fermented with a traditional yeast strain. Esterey and strong best describe this unique specialty beer.
Dubbel Ale,1,5.2,"An Abbey-style Dubbel ale. This dark amber brown ale is full of apple, raisin, and banana esters with a smooth malty finish."
Arthur's Nugget Pale Ale,1,5.2,A cask-conditioned American Pale Ale. This is a bright dry ale brewed only with American Nugget hops.
Labatt Blue,1,4.7,"Labatt Blue is the best-selling Canadian beer in the world. Introduced in 1951 as Labatt Pilsener, it was named for the colour of its label by fans of the Winnipeg Blue Bombers football team. Blue was the first brand in Canada with a twist-off cap and won the silver medal in the International Lager category at the 1998 Brewing Industry International Awards. Labatt Blue, brewed using specially selected aromatic hops, is a well-balanced, fully matured, full-flavoured beer with a fruity character and a slightly sweet aftertaste."
Labatt Ice,1,5.6,"Labatt Ice, introduced in 1993, was the worldâ€™s first Ice-Brewedâ„¢ beer and the most successful new brand introduction in Canadian brewing history. Labatt Ice is a fully fermented beer that is allowed to mature at cold temperatures. Labatt Ice uses selected North American hops to complement its smooth, full flavour."
Labatt Blue Light,1,4,"Labatt Blue Light was introduced in 1983 as a lower alcohol, lower calorie version of Canadaâ€™s most popular brand. Blue Light uses specially selected North American aromatic hops and the same strain of lager yeast as the one used to produce Labatt Blue. The result is a crisp, clean and delicately balanced beer, with a slight sweetness and citrus-like hop character."
Labatt Bleue Dry,1,6.1,"Labatt Bleue Dry, the second addition to the Bleue family, is brewed with the same care and attention to detail as Labatt Bleue. Labatt Bleue Dry is mashed longer than regular beers to leave less carbohydrate (sugar) in the finished beer, giving a clean, crisp finish. Using select aromatic hops and a blend of the finest quality North American barley malts, this lager is clean-flavoured with no aftertaste."
Labatt Crystal,1,5,"Labatt Crystal was introduced to Ontario in the late 1800s as one of the first lagers brewed by Labatt. World-renowned Saaz hops are used to give this beer a clean, almost sweet taste which nicely balances the fuller body, higher bitterness and richer taste typically associated with traditional lagers."
Labatt Extra Dry,1,5.5,"Labatt Extra Dry was the first national launch of a dry beer in Canada. Labatt Extra Dry is mashed longer than regular beers to leave less carbohydrate in the finished product, giving a lighter flavour with little aftertaste."
Labatt 50,1,5,"John and Hugh Labatt, grandsons of founder John K. Labatt, launched Labatt 50 in 1950 to commemorate 50 years of partnership. The first light-tasting ale introduced in Canada, Labatt 50 was Canadaâ€™s best-selling beer until 1979 when, with the increasing popularity of lagers, it was surpassed by Labatt Blue. Labatt 50 is fermented using a special ale yeast, in use at Labatt since 1933. Specially-selected North American hops and a good balance of dryness, complemented by a fruity taste, provide Labatt 50 with all the distinguishing features of a true ale."
Genuine Lager,1,5,"Originally introduced in 1992, Genuine Lager has evolved into a truly definitive Canadian Lager. Balancing a blend of quality aromatic and bittering hops with its medium body, Genuine Lager is a smooth, refreshing and easy-drinking beer with a subtle hop aroma and a hint of malty sweetness."
Genuine Honey Lager,1,5,"Genuine Honey Lager was introduced in 2005 in response to consumer demand for honey lagers. Labatt Genuine Honey uses genuine, all-natural, 100% Canadian honey to give consumers a softer, smoother taste. This naturally-aged lager is brewed to the same uncompromising standards applied to every Labatt beer. Genuine Honey Lager is the real thing!"
Labatt Wildcat,1,4.9,"Wildcat is a popular priced, quality lager introduced in 1993. Conventional brewing processes are used to produce a quality mainstream lager using corn adjunct to deliver a light, dry flavour."
Labatt Sterling,1,4,"With only 88 calories per 341 ml bottle, Labatt Sterling is a light, refreshing beer with 1/3 less calories than regular beers. In other words, it's a great tasting beer...that won't slow you down."
Original White Ale,1,5,"Hoegaarden, both unique and very refreshing, is an authentic Belgian wheat beer. In fact, it is the original â€œWitâ€ beer! First brewed in 1445, this top-fermented beer is refermented in the bottle or keg. Hoegaarden has a distinctive, cloudy yellow colour and a uniquely refined taste that balances a slight spiciness from a touch of coriander and orange peel."
Penn Pilsner,1,4,"Our flagship brand! An amber Vienna-style lager beer that is smooth, mellow and full bodied, with delicate hop aroma. Uses two-row barley malt and caramel-roasted malt. Based on founder Tom Pastorius' favorite German bier."
Penn Gold,1,4,"Nationally acclaimed as the best Munich-style beer made in America. Penn Gold is a light-colored, medium bodied lager beer with a delicate hop aroma."
Penn Dark,1,4,"Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma."
Penn Weizen,1,4,"Authentic wheat beer, brewed in the Southern German tradition, won the Silver Medal in 1997 and the Gold Medal at the 2000 in Denver, Colorado. Penn Weizen is top-fermented, cask-conditioned, and very effervescent with a slight hint of tangy clove flavor."
Penn Marzen,1,4.5,"A spring fest beer that is amber in color, Penn MÃ¤rzen has full flavor and body. Highly rated by the National Beverage Tasting Institure."
PENNdemonium,1,8,"Introduced on May 1, 2007. Available May and June. Distributed throughout our network of wholesalers in draft and 22 oz. bottles."
Penn Oktoberfest,1,4.5,"A rich, deep golden-colored lager fest bier that is exceptionally smooth and mellow. Uses two-row malted barley and a combination of roasted malts. Highly rated by the National Tasting Institute."
Augustiner,1,4.3,"Augustiner is a premium amber lager with a smooth, full-bodied flavor. From the rich copper color to the subtle caramel taste and clean finish, itâ€™s brewed to please the beer drinker who appreciates the best. This distinctive, well-balanced brew is quickly becoming Pittsburghâ€™s most talked-about beer. Upgrade to Augustiner!"
Straub,1,4.33,
Straub Light,1,3.16,
Stoudt's American Pale Ale,1,5,"This uniquely American beer offers a crisp, medium body with a light amber color.  Generous additions of Cascade hops provide a refreshing bitterness and vibrant citrus aroma."
Stoudt's Gold Lager,1,4.7,"Stoudt's Gold Lager is widely recognized as one of the finest German-style beers brewed in America.  Brewed with the finest specialty malts and noble hops, this light bodied, easy drinking lager features a subtle balance of sweet malt and clean crisp hops."
Scarlet Lady Ale,1,5,"This English-style ale is brewed with Marris Otter and Caramel malts for a rich, reddish-copper color and smooth malty palate.  The use of bittering and aroma addition hops balances the regal, sweet maltiness and imparts a softly perfumed aroma"
Stoudt's Pils,1,4.7,"Reflective of the traditional German style, Stoudt's Pils is delicately dry with firm bitterness.  This crispness of Saaz hops and a dry malt finish make the Pilsener an excellent aperitif."
Amish Four Grain,1,5.6,"Our multi-grain pale ale summons the sweetness of oats, the complexity of rye and the smoothness of malted wheat, balanced by a generous dry-hopping of imported, noble Saaz hops."
Lancaster Strawberry Wheat,1,4.7,"Just in time for summer, this American wheat lager style beer with the subtle suggestion of real, fresh strawberries, is the perfect pint of true refreshment.  Light and crisp, our Strawberry Wheat is a \must try\"" for fruit and beer lovers alike."""
Lancaster Milk Stout,1,5.3,"We are proud to offer one of the few surviving examples of this traditional English style sweet stout.  A bold dark ale, bursting with roasted barley dryness and mellowed by hints of chocolate and coffee."
Hop Hog IPA,1,7.9,"Our hoppiest beer to date.  This formidable India Pale Ale has a hop aroma that demands attention.  The bold, citrus hop flavor is balanced by a dry malt character that makes this refreshing ale a true classic."
Pabst Blue Ribbon,1,4.74,"PBR is not just any beer- so you would expect the history to be a bit unusual, and it is. Pabst was originally called \Select"
Pabst Blue Ribbon Light,1,4.19,"PBR is not just any beer- so you would expect the history to be a bit unusual, and it is. Pabst was originally called \Select"
Old Milwaukee,1,4.6,"Old Milwaukee. A trusted, high quality beer that continually receives the highest awards and accolades from Beer experts across America. Old Milwaukee has a long history of celebrating \Blue Collar\"" sensibility. Simply said"
Piels Draft,1,4.6,It took â€œThe Beer Drinkerâ€™s Beerâ€ to introduce a real draft in a canâ€”and you can still taste that milestone in brewing history today with every can of Piels. Our Draft Style delivers unsurpassed flavor and character like it was drawn straight from the tap!
Piels Light,1,3.79,"Over a century of brewing skill, along with the finest ingredients obtainable, has resulted in a beer unique for its balance of lightness and delicious flavor."
St Ides,1,8,"St. Ides High Gravity Premium Malt Liquor is the brand of choice with the new generation of malt liquor drinkers. With its high quality, high strength flavor, St. Ides compliments the lifestyle of the fast paced, urban, edgy malt liquor drinker of today."
Colt 45,1,6.5,"For over 4 decades, Colt 45 Premium Malt Liquor has been the \class of all malt liquor brands\"". With its smooth and distinct flavor and historic affiliation with Billy Dee Williams"
IC Light,1,4.15,"IC Light is an original, not a watered down copy, and brewed to be light from start to finish."
Rare Rooster Summer Rye Ale,1,4.8,"Extra Pale Ale with a subtle Rye flavor, this beer Pours a light orange-amber color with a thin light beige head. A refreshing summer beer.

Available at the Brewery from April - September"
Lancaster Winter Warmer,1,8.9,"Our classic Olde Ale redefines the term \full-bodied\"" with its deliverance of complex and firm malt flavor. A fine blend of British and American hops provides an even bitterness as this beer finishes with a warming alcohol flavor."""
Spring Bock,1,6.5,"A traditional German style lager. Characterized by a deep copper color and rich malt flavor. Balanced with German hops.

Available at the Brewery and in bottles & cases from March - May."
Lancaster Oktoberfest,1,6.5,"This smooth brew ushers in Autumn with an invitingly tawny color complemented by an assertive maltiness. A noble crispness from German and Czech hops completes this very traditional lager-style beer, Available from August to November.

Available at the Brewery and in bottles & cases from September - December."
Doppel Bock,1,8.1,"A mighty lager-style brew, dark in color. Our Doppelbock brings a big malty sweetness together with the classic lager smoothness, topped off with a slightly evident alcohol flavor. A toasty brew to battle even the coldest winter nights.

Available at the Brewery and in bottles & cases from March - May."
Lancaster Hefe Weizen,1,6,"Light and refreshing! This very bubbly Munich style weizen beer is highlighted by a spicy, banana finish.

Available at the Brewery from May - October"
Gold Star Pilsner,1,5.1,"Crisp and refreshing, this classic Bohemian Pilsner brings noble hop flavor and traditional German maltiness into perfect union before another healthy dose of imported hops tips the scales towards a decidedly hoppy finish."
Shark Attack Double Red Ale,1,9,
Wipeout IPA,1,7,"This one is dedicated to everyone who has gotten up at the butt crack of dawn, headed towards the shores and found it 4-6 feet and offshore only to find 30 of your \buddies\"" have already claimed the peak. As you paddle out"
Amigo Lager,1,5,"Because everyone needs a friend.  It seems only natural that with San Diego being one of the closest cities to the Mexican Border that you would find a beer like Amigo.  Brewed in the San Diego Lager style, this all malt lager is a refreshing way to start or finish a drinking session.  The product of a true lager fermentation, this beer is crisp and lighter in body than most ales of similar strength making it a friendly choice for any occasion.

Malts- Pilsner and Two Row
Hops- German Magnum and Czech Saaz
Yeast- White Labs German Lager 

Original Gravity- 1.048
Terminal Gravity- 1.010
5.0% ABV

Draft- Available in Southern California and Arizona"
Hop 15 Ale,1,10,"First brewed in 2002 to celebrate the 15th Anniversary of the Pizza Port in Solana Beach, Hop 15 was imagined and designed by Tomme Arthur and Jeff Bagby. It was to be a celebration of 15 years of \Good Beer Brings Good Cheer.\"" So there are 15 different hop varieties that are added to the beer every 15 minutes. Over the years"
Old Viscosity,1,10.5,"\Not your Dad's Wimpy 30 Weight is how our original label used to describe this massive chewy and thick beer. Code named by our brewers-\""The Big Black Nasty"
St. Nikolaus Bock Bier,1,6,"A very rich, dark bock beer. dark ruby in color with subtle tones of chocolate and burnt malt. It will warm you on a cold winter night and brighten your days. The perfect holiday gift for the beer drinker."
Wild Rice Lager,1,0,"This unique, award-winning lager combines the smoothness of traditional barley with the warm, nutty flavor of wild rice. Truly an original brew!"
Pale Ale,1,0,An amber-colored ale with a pronounced floral aroma and a flavor contributed by Cascade hops. Hop lovers will savor this bold version of an American classic.
Nut Brown Ale,1,0,"Perhaps the most ancient style of beer, our brown ale is robust with a hint of nut flavor. With definable malt characteristics, this dark ale is sure to please any beer enthusiastâ€™s palate."
Red Ale,1,0,"Deserving of its name, this red/amber colored ale is sure to knock you off your feet. Crystal and caramel malts contribute to a balance of sweetness and smoothness."
Rye Porter,1,0,"This dark, full bodied ale has a hint of rye accompanied by chocolate malt. The perfect brew for relaxed sipping!"
Brueghel Blonde,1,5.9,
10,1,10,Moortgat's Maredsous 10 is an orangy-blond big sweet tripel nudging into a barley wine.
8,1,8,Moortgat's Maredsous 8 is a fine strong dubbel that is sweet when young but develops a stout like flavour as it ages.
6,1,6,"Blonde Ales are one of the fastest growing beer styles in Belgium, France and the UK. Moorgat's Maredsous 6 is an easy drinking Blonde with a balance of graininess and aromatic hop."
